OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id,tnorm
"1517",-20.538050434,-66.7266715509,119436.445571,"56","1241",BOL.POT,"Region de PotosΓ­, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.047
"1518",-11.0912582204,-67.3177183275,63449.0272949,"77","1242",BOL.PAN,"Region de Pando, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.121
"1519",-17.2321648402,-65.6329173216,54260.0728663,"346","1243",BOL.COC,"Region de Cochabamba, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.638
"1520",-18.6261856549,-67.6914076439,51674.9262629,"37","1244",BOL.ORU,"Region de Oruro, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.072
"1521",-20.0386605337,-64.2902396761,50870.5640067,"144","1245",BOL.CHU,"Region de Chuquisaca, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.283
"1522",-21.5925861012,-63.8830757039,37305.0968697,"135","1246",BOL.TAR,"Region de Tarija, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.362
"1524",-21.9042389749,-61.0581687416,88569.0903681,"1","1248",PRY.BOQ,"BoquerΓ³n, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2397",0.001
"1525",-20.5897684288,-59.4100090395,77727.6987062,"3","1249",PRY.ALP,"Alto Paraguay, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.004
"1526",-23.6127727629,-58.6859651084,73175.163872,"1","1250",PRY.HAY,"Presidente Hayes, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2397",0.001
"1068",-9.15438848311,-74.3780645707,1289866.40009,"366","530",PER,Peru,"0",PER-OO,Peru,PER,"83","8",Southern America,PER,Peru,"2","2","2420",0.028
