OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country
"695",55.02814827600,-124.46358375400,769353.69298499997,"1824","184",CAN.BC,British Columbia,"0",BRC-OO,British Columbia,BRC,"71","7",Northern America,CAN,Canada
"696",54.28410359110,-61.96251218170,286972.23477699998,"131","185",CAN.LB,Labrador,"0",LAB-OO,Labrador,LAB,"72","7",Northern America,CAN,Canada
"697",54.92638413950,-97.43011393560,650438.20911199995,"370","186",CAN.MB,Manitoba,"0",MAN-OO,Manitoba,MAN,"71","7",Northern America,CAN,Canada
"698",46.62889117170,-66.37178692150,72787.34291830000,"607","187",CAN.NB,New Brunswick,"0",NBR-OO,New Brunswick,NBR,"72","7",Northern America,CAN,Canada
"700",45.15119008330,-63.30329345400,55176.20961770000,"684","189",CAN.NS,Nova Scotia,"0",NSC-OO,Nova Scotia,NSC,"72","7",Northern America,CAN,Canada
"701",66.35829408160,-118.99557711600,1352704.85638000001,"120","190",CAN.NT,Northwest Territories,"0",NWT-OO,Northwest Territories,NWT,"70","7",Northern America,CAN,Canada
"702",68.78152676710,-92.47285394850,1740317.47616000008,"14","191",CAN.NU,Nunavut,"0",NUN-OO,Nunavut,NUN,"70","7",Northern America,CAN,Canada
"703",50.06707859410,-85.82891808970,1077573.08710999996,"1153","192",CAN.ON,Ontario,"0",ONT-OO,Ontario,ONT,"72","7",Northern America,CAN,Canada
"704",46.39622668700,-63.24460403280,5974.82960227000,"423","193",CAN.PE,Prince Edward Island,"1",PEI-OO,Prince Edward I.,PEI,"72","7",Northern America,CAN,Canada
"705",53.38104492420,-71.75618834990,1513005.96616000007,"907","194",CAN.QU,Québec,"0",QUE-OO,Qu‚bec,QUE,"72","7",Northern America,CAN,Canada
"706",43.94537844380,-59.90682265640,31.78776830190,"79","195",CAN.SI,Sable Island,"1",NSC-OO,Nova Scotia,NSC,"72","7",Northern America,CAN,Canada
"707",54.41901963570,-105.89005629200,651955.25469700003,"384","196",CAN.SK,Saskatchewan,"0",SAS-OO,Saskatchewan,SAS,"71","7",Northern America,CAN,Canada
"708",63.74589249340,-135.35680717000,464753.84575300000,"164","197",CAN.YT,Yukon,"0",YUK-OO,Yukon,YUK,"70","7",Northern America,CAN,Canada
"709",-11.83257562500,96.82412226480,3.35891405113,"12","199",CCK.NKI,Cocos (Keeling) North Keeling Island,"1",CKI-OO,Cocos (Keeling) Is.,CKI,"42","4",Asia-Tropical,CCK,Cocos (Keeling) Islands (the)
"710",46.79895688040,8.21535369786,41435.79758730000,"170","200",CHE,Switzerland,"0",SWI-OO,Switzerland,SWI,"11","1",Europe,CHE,Switzerland
"711",50.19900372600,154.98281400600,8.90383291263,"1","616",RUS.KI.ANT,"Antsiferova, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the)
"712",-45.43504018120,-73.68738976300,35661.12816840000,"54","202",CHL.AI,Aisén,"0",CLS-AI,Ais‚n,CLS,"85","8",Southern America,CHL,Chile
"714",-18.75242362190,-69.90153223350,7911.12473235000,"85","204",CHL.AR,Arica,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile
"715",-33.76748391830,-80.79197023550,56.72275089730,"118","205",CHL.ASI,"Alejandro Selkirk Island, Juan Fernadez Islands","1",JNF-OO,Juan Fern ndez Is.,JNF,"85","8",Southern America,CHL,Chile
"716",-37.68572649490,-73.32582620430,5652.32929130000,"97","206",CHL.AU,Arauco,"0",CLC-BI,Biob¡o,CLC,"85","8",Southern America,CHL,Chile
"717",-37.51246744510,-71.96176526500,14348.80425830000,"139","207",CHL.BI,Biobío,"0",CLC-BI,Biob¡o,CLC,"85","8",Southern America,CHL,Chile
"718",-34.29257882780,-70.69209754440,7095.60654264000,"61","208",CHL.CA,Cachapoal,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile
"719",15.34212459760,18.66713612730,1271745.01175000006,"199","725",TCD,Chad,"0",CHA-OO,Chad,CHA,"24","2",Africa,TCD,Chad
"720",-34.32604683920,-71.78027603970,3300.92792897000,"57","210",CHL.CC,Cardenal Caro,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile
"721",-33.67880111730,-70.15018132030,5988.59813379000,"46","211",CHL.CD,Cordillera,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"722",-42.62516472930,-73.89173190030,8464.40655998000,"152","212",CHL.CE,Chiloé,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"723",-31.70002799710,-71.01772710340,10239.46123300000,"92","213",CHL.CH,Choapa,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile
"724",-45.09610730720,-71.84033599350,9891.52723662000,"6","214",CHL.CI,Coihaique,"0",CLS-AI,Ais‚n,CLS,"85","8",Southern America,CHL,Chile
"725",-34.70866850990,-71.06758449170,5461.19172036000,"100","215",CHL.CL,Colchagua,"0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile
"726",-36.89234555320,-72.88701008270,3373.05599157000,"232","216",CHL.CN,Concepción,"0",CLC-BI,Biob¡o,CLC,"85","8",Southern America,CHL,Chile
"727",-27.52940299000,-69.91534071510,31235.19361340000,"55","217",CHL.CO,Copiapó,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile
"728",-47.94290703660,-73.76562837760,23032.37918800000,"3","218",CHL.CP,Capitán Prat,"0",CLS-AI,Ais‚n,CLS,"85","8",Southern America,CHL,Chile
"729",-35.94096977790,-72.36965327670,2833.44651852000,"81","219",CHL.CQ,Cauquenes,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile
"730",-38.91831182490,-72.43826531100,18724.67456760000,"252","221",CHL.CT,Cautín,"0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile
"731",-35.09051607350,-71.14532396470,7318.24412979000,"158","222",CHL.CU,Curicó,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile
"732",-22.76057130110,-68.22266004080,42102.07298290000,"45","223",CHL.EL,El Loa,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile
"733",-29.83847613220,-70.74379073390,16892.06241980000,"86","224",CHL.EQ,Elqui,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile
"734",-46.57114631150,-72.32660844320,7165.57280031000,"6","225",CHL.GC,General Carrera,"0",CLS-AI,Ais‚n,CLS,"85","8",Southern America,CHL,Chile
"735",-28.79649484430,-70.55046607690,18174.47143860000,"84","226",CHL.HU,Huasco,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile
"736",-20.20175606680,-69.41021454720,40112.35903850000,"41","227",CHL.IE,Iquique,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile
"737",-32.79828459230,-70.35227332990,3227.46516207000,"83","228",CHL.LA,Los Andes,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"738",-41.36748026470,-72.81743924400,14394.20402400000,"95","229",CHL.LL,Llanquihue,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"739",-30.78838966170,-70.97112977640,12429.10084520000,"111","230",CHL.LM,Limarí,"0",CLC-CO,Coquimbo,CLC,"85","8",Southern America,CHL,Chile
"740",-36.02911192590,-71.46937197040,9339.61747630000,"140","231",CHL.LN,Linares,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile
"741",-33.75390048100,-71.17585080070,5147.95058930000,"4","232",CHL.ME,Melipilla,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"742",-53.05729282110,-71.63459021360,34067.92357260000,"241","233",CHL.MG,Magallanes,"0",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile
"743",-33.78800275800,-70.70034369460,870.61348798400,"24","234",CHL.MI,Maipo,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"744",-38.22224327510,-71.99128649490,13939.56189890000,"202","235",CHL.ML,Malleco,"0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile
"745",-36.64188433100,-71.97004172420,12593.01932690000,"207","236",CHL.NU,Ñuble,"0",CLC-BI,Biob¡o,CLC,"85","8",Southern America,CHL,Chile
"746",-40.69747636950,-73.04705553990,9484.88484376000,"129","237",CHL.OS,Osorno,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"747",-32.32016982660,-71.02585896710,4242.06314118000,"78","238",CHL.PE,Petorca,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"748",-42.97919355930,-72.48610032150,10411.19167430000,"4","239",CHL.PL,Palena,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"749",-18.29912665240,-69.41711223150,9048.41115648000,"9","240",CHL.PR,Parinacota,"0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile
"750",-32.87175192130,-71.21339418770,1725.21167573000,"166","241",CHL.QU,Quillota,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"751",-33.64782862060,-78.84898406840,52.79007025010,"191","242",CHL.RCI,"Robinso Crusoe Island, Juan Fernandez Islands","1",JNF-OO,Juan Fern ndez Is.,JNF,"85","8",Southern America,CHL,Chile
"752",-33.65586827110,-71.57213454620,1688.24544640000,"130","243",CHL.SA,San Antonio,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"753",-33.70645616710,-78.94236287180,2.65002626861,"25","244",CHL.SCI,"Santa Clara Island, Juan Fernadez Islands","1",JNF-OO,Juan Fern ndez Is.,JNF,"85","8",Southern America,CHL,Chile
"754",-32.60307368430,-70.73166273540,2793.56812028000,"73","245",CHL.SF,San Felipe de Aconcagua,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"755",-33.30384349150,-70.50444389720,1419.89747840000,"294","246",CHL.SG,Santiago,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"756",-35.53791584290,-71.39609484280,11064.18562120000,"151","247",CHL.TC,Talca,"0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile
"757",-33.62867946240,-70.82371095160,542.12280319300,"9","248",CHL.TG,Talagante,"0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"758",-53.62608513960,-69.51620111450,21530.40781160000,"65","249",CHL.TI,Tierra del Fuego,"1",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile
"759",-22.04923791810,-69.60219542380,16505.59027760000,"11","250",CHL.TO,Tocopilla,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile
"760",-50.86039434450,-73.90351644100,37969.31989540000,"90","251",CHL.UE,Última Esperanza,"0",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile
"761",-39.98295328240,-72.55898723790,18158.19252370000,"219","252",CHL.VD,Valdivia,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"762",-33.16918058490,-71.42869848970,2396.73674361000,"241","253",CHL.VP,Valparaíso,"0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
"763",40.17535816870,116.40536651400,16553.13979520000,"192","254",CHN.11,Beijing,"0",CHN-BJ,Beijing,CHN,"36","3",Asia-Temperate,CHN,China
"764",39.28502489560,117.30842321100,11270.16979320000,"113","255",CHN.12,Tianjin,"0",CHN-TJ,Tianjin,CHN,"36","3",Asia-Temperate,CHN,China
"765",39.53577595850,116.11314153200,186863.51530100001,"298","256",CHN.13,Hebei,"0",CHN-HB,Hebei,CHN,"36","3",Asia-Temperate,CHN,China
"766",37.56876260920,112.28486572100,156215.83653500001,"202","257",CHN.14,Shanxi,"0",CHN-SX,Shanxi,CHN,"36","3",Asia-Temperate,CHN,China
"767",41.29800513490,122.61282406500,146939.36963599999,"262","258",CHN.21,Liaoning,"0",CHM-LN,Liaoning,CHM,"36","3",Asia-Temperate,CHN,China
"768",43.67297949890,126.18730863700,191793.67651500000,"211","259",CHN.22,Jilin,"0",CHM-JL,Jilin,CHM,"36","3",Asia-Temperate,CHN,China
"769",47.86638699520,127.75243183200,451525.55690299999,"223","260",CHN.23,Heilongjiang,"0",CHM-HJ,Heilongjiang,CHM,"36","3",Asia-Temperate,CHN,China
"770",31.16986046670,121.40899918500,5820.52348656000,"144","261",CHN.31,Shanghai,"0",CHS-SH,Shanghai,CHS,"36","3",Asia-Temperate,CHN,China
"771",32.97757645740,119.43935744600,99516.48204839999,"387","262",CHN.32,Jiangsu,"0",CHS-JS,Jiangsu,CHS,"36","3",Asia-Temperate,CHN,China
"772",29.16551062880,120.05258378600,99600.43381720000,"238","263",CHN.33,Zhejiang,"0",CHS-ZJ,Zhejiang,CHS,"36","3",Asia-Temperate,CHN,China
"773",31.82027049110,117.22725912500,140130.39736400000,"319","264",CHN.34,Anhui,"0",CHS-AH,Anhui,CHS,"36","3",Asia-Temperate,CHN,China
"774",26.07362081300,117.96610349200,120775.66070100000,"466","265",CHN.35,Fujian,"0",CHS-FJ,Fujian,CHS,"36","3",Asia-Temperate,CHN,China
"775",27.61680983640,115.71540867800,167600.84077600000,"338","266",CHN.36,Jiangxi,"0",CHS-JX,Jiangxi,CHS,"36","3",Asia-Temperate,CHN,China
"776",36.34577867990,118.13896593100,155421.42241800000,"279","267",CHN.37,Shandong,"0",CHN-SD,Shandong,CHN,"36","3",Asia-Temperate,CHN,China
"777",33.87842875450,113.60701094800,166002.32938899999,"270","268",CHN.41,Henan,"0",CHS-HE,Henan,CHS,"36","3",Asia-Temperate,CHN,China
"812",-10.01735563810,-161.09226604000,4.85807417668,"36","303",COK.RAK,"Rakahanga, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"813",-13.25059524140,-163.12682169400,1.81625090561,"8","304",COK.SUW,"Suwarrow, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"814",-19.81251299630,-158.28902587900,1.12133505592,"3","305",COK.TAK,"Takutea, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"815",3.90941307586,-73.08384204200,1135117.86431999994,"596","306",COL,Colombia,"0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia
"816",-11.89275598320,43.67592223340,1716.24581925000,"3","307",COM,Comoros,"1",COM-CO,Comoros,COM,"29","2",Africa,COM,Comoros (the)
"817",15.93614024220,-23.96723976630,3883.14270751000,"84","308",CPV,Cape Verde,"1",CVI-OO,Cape Verde,CVI,"21","2",Africa,CPV,Cabo Verde
"818",9.96934862467,-84.18208716510,52681.81142770000,"283","309",CRI,Costa Rica,"0",COS-OO,Costa Rica,COS,"80","8",Southern America,CRI,Costa Rica
"820",12.19337787200,-68.97154392210,437.71143120100,"47","311",CUW,Curacao,"1",NLA-CU,Cura‡ao,NLA,"81","8",Southern America,ANT,Netherlands Antilles
"821",-10.48534407300,105.63655304400,139.60993449100,"176","312",CXR,Christmas Island,"1",XMS-OO,Christmas I.,XMS,"42","4",Asia-Tropical,CXR,Christmas Island
"822",19.42543618920,-80.87358490780,280.40743312800,"239","313",CYM,Cayman Islands,"1",CAY-OO,Cayman Is.,CAY,"81","8",Southern America,CYM,Cayman Islands (the)
"823",35.07996767540,33.25774885680,9927.83514642000,"143","314",CYP,Cyprus,"1",CYP-OO,Cyprus,CYP,"34","3",Asia-Temperate,CYP,Cyprus
"824",49.73244820520,15.31410310200,78758.85953340000,"254","315",CZE,Czech Republic,"0",CZE-CZ,Czech Republic,CZE,"11","1",Europe,CZE,Czech Republic (the)
"827",15.43455158470,-61.34998780560,754.21418085700,"203","318",DMA,Dominica,"1",WIN-DO,Dominica,WIN,"81","8",Southern America,DMA,Dominica
"828",55.96475267180,10.04171140910,41293.81630300000,"436","319",DNK,Denmark,"0",DEN-OO,Denmark,DEN,"10","1",Europe,DNK,Denmark
"829",18.90962153870,-70.49107870700,47120.03580920000,"66","320",DOM,Dominican Republic,"1",DOM-OO,Dominican Republic,DOM,"81","8",Southern America,DOM,Dominican Republic (the)
"830",28.16180158890,2.62661464336,2315003.17476999993,"227","321",DZA,Algeria,"0",ALG-OO,Algeria,ALG,"20","2",Africa,DZA,Algeria
"833",26.50386465420,29.86695425490,997022.26756900002,"220","324",EGY,Egypt,"0",EGY-OO,Egypt,EGY,"20","2",Africa,EGY,Egypt
"834",15.34407532980,38.83732758060,119576.28123500000,"70","325",ERI,Eritrea,"0",ERI-OO,Eritrea,ERI,"24","2",Africa,ERI,Eritrea
"836",39.55967741420,2.89990332606,5099.94324327000,"184","326",ESP.BAL,Balearic Islands,"1",BAL-OO,Baleares,BAL,"12","1",Europe,ESP,Spain
"837",28.33662514930,-15.67404720890,7555.95992268000,"409","327",ESP.CI,Canary Islands,"1",CNY-OO,Canary Is.,CNY,"21","2",Africa,ESP,Spain
"838",58.67413630080,25.52761650030,45932.12778750000,"126","329",EST,Estonia,"0",BLT-ES,Estonia,BLT,"14","1",Europe,EST,Estonia
"839",8.61862318494,39.62778381850,1129403.89736999990,"697","330",ETH,Ethiopia,"0",ETH-OO,Ethiopia,ETH,"24","2",Africa,ETH,Ethiopia
"840",64.52001552140,26.28931981850,332312.82244000002,"125","331",FIN,Finland,"0",FIN-OO,Finland,FIN,"10","1",Europe,FIN,Finland
"841",-18.32840204540,-178.69239973300,1.44245649233,"1","332",FJI.AIW,"Aiwa, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji
"842",-18.21109269020,-178.78986546500,62.10584788220,"32","333",FJI.LAK,"Lakeba, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji
"843",-18.14568889860,178.58708186800,0.82385363357,"36","334",FJI.NAS,"Nasoata, Fiji Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji
"844",-17.97832233330,-179.05240823000,19.34123945160,"17","335",FJI.NAY,"Nayau, Lau Islands","1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji
"845",-12.50316527920,177.08037496700,47.20967607360,"246","336",FJI.ROT,Rotuma,"1",FIJ-OO,Fiji,FIJ,"60","6",Pacific,FJI,Fiji
"847",-46.34171608940,51.55438112020,364.47503844900,"59","337",FRA.CI,Crozet Islands,"1",CRZ-OO,Crozet Is.,CRZ,"90","9",Antarctic,ATF,French Southern Territories (the)
"848",10.30285596670,-109.21685985300,10.09724080090,"16","338",FRA.CLI,Clipperton Island,"1",CPI-CL,Clipperton I.,CPI,"80","8",Southern America,PYF,French Polynesia
"849",42.15173171340,9.10555865088,8739.21118550000,"401","339",FRA.COR,Corsica,"1",COR-OO,Corse,COR,"12","1",Europe,FRA,France
"850",-49.29337209590,69.49394342860,8689.90896691000,"69","341",FRA.KI,Kerguelen Islands,"1",KEG-OO,Kerguelen,KEG,"90","9",Antarctic,ATF,French Southern Territories (the)
"851",62.04123176390,-6.92983192379,712.62044383100,"28","342",FRO,Faroe Islands,"1",FOR-OO,F?royar,FOR,"10","1",Europe,FRO,Faroe Islands (the)
"852",-0.59750677376,11.79304391950,261815.27254000001,"114","343",GAB,Gabon,"0",GAB-OO,Gabon,GAB,"23","2",Africa,GAB,Gabon
"853",-7.33932910265,72.43426346370,37.31779764650,"133","344",GBR.DG,Diego Garcia,"1",CGS-OO,Chagos Archipelago,CGS,"29","2",Africa,IOT,British Indian Ocean Territory (the)
"854",52.58979366340,-1.46106775997,130795.51108100000,"1438","345",GBR.ENG,England,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the)
"855",54.61202133130,-6.69118577575,14084.64034700000,"391","346",GBR.NIR,Northern Ireland,"1",IRE-NI,Northern Ireland,IRE,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the)
"856",56.83967215390,-4.19064510204,79411.83982420000,"904","347",GBR.SCO,Scotland,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the)
"857",52.33684365270,-3.76161340365,20951.42243740000,"878","348",GBR.WAL,Wales,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the)
"858",42.17513280320,43.52987720260,69746.30242219999,"149","349",GEO,Georgia,"0",TCS-GR,Georgia,TCS,"33","3",Asia-Temperate,GEO,Georgia
"859",7.93321638298,-1.21594794485,239300.80588100001,"507","350",GHA,Ghana,"0",GHA-OO,Ghana,GHA,"22","2",Africa,GHA,Ghana
"860",10.43018565560,-10.92749832700,244529.00580700001,"93","351",GIN,Guinea,"0",GUI-OO,Guinea,GUI,"22","2",Africa,GIN,Guinea
"861",15.93211366640,-61.26856867910,159.86040914000,"31","352",GLP.MG,Maria Galante,"1",LEE-GU,Guadeloupe,LEE,"81","8",Southern America,GLP,Guadeloupe
"862",12.15600985860,-14.34732697580,15015.87099730000,"27","353",GNB.EA,GNB_East,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau
"863",12.22104996250,-15.63729002490,11226.30479240000,"40","354",GNB.NO,GNB_North,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau
"864",11.45452732340,-15.21266237560,7015.50182470000,"30","355",GNB.SO,GNB_South,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau
"865",39.11847122430,22.88660604970,125655.86850100000,"140","357",GRC,Greece,"0",GRC-OO,Greece,GRC,"13","1",Europe,GRC,Greece
"866",12.11374768210,-61.68377606590,316.62446048800,"157","358",GRD,Grenada,"1",WIN-GR,Grenada,WIN,"81","8",Southern America,GRD,Grenada
"867",76.18221279340,-43.66655440880,248822.58036699999,"146","359",GRL,Greenland,"1",GNL-OO,Greenland,GNL,"70","7",Northern America,GRL,Greenland
"868",3.92862091003,-53.24568160490,83360.86800830001,"255","360",GUF,French Guiana,"0",FRG-OO,French Guiana,FRG,"82","8",Southern America,GUF,French Guiana
"869",13.44353660780,144.77703828000,549.41064420600,"866","361",GUM,Guam,"1",MRN-GU,Guam,MRN,"62","6",Pacific,GUM,Guam
"870",4.77707848626,-58.98144370110,209432.70581300001,"104","362",GUY,Guyana,"0",GUY-OO,Guyana,GUY,"82","8",Southern America,GUY,Guyana
"873",45.05116284180,16.41177999170,55888.90974980000,"99","364",HRV,Croatia,"0",YUG-CR,Croatia,YUG,"13","1",Europe,HRV,Croatia
"874",18.84289916260,-73.04636189560,686.55210374200,"114","365",HTI.GO,Gonave,"1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti
"875",20.04492261960,-72.78912425050,182.49474996600,"114","366",HTI.TI,"Tortuga Island, Haiti","1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti
"876",47.16774391020,19.42556480130,92352.59698859999,"146","367",HUN,Hungary,"0",HUN-OO,Hungary,HUN,"11","1",Europe,HUN,Hungary
"877",-2.21665027366,117.25763828000,1839025.06019999995,"513","368",IDN,Indonesia,"1",000-02,Indonesia,"2","42","4",Asia-Tropical,IDN,Indonesia
"878",54.22840690530,-4.53784753357,576.92268581000,"408","369",IMN,Isle of Man,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the)
"879",11.15131723750,92.96875723120,7219.12148186000,"96","370",IND.AAN,Andaman and Nicobar,"1",000-03,Andaman and Nicobar,"3","41","4",Asia-Tropical,IND,India
"880",16.60548500480,79.58387118210,275155.64314200002,"228","371",IND.ANP,Andhra Pradesh,"0",IND-AP,Andhra Pradesh,IND,"40","4",Asia-Tropical,IND,India
"881",28.03293309900,94.66280961870,81998.09342470000,"137","372",IND.ARP,Arunachal Pradesh,"0",EHM-AP,Arunachal Pradesh,EHM,"40","4",Asia-Tropical,IND,India
"882",26.34300830780,92.83112196140,79091.14196050000,"152","373",IND.ASS,Assam,"0",ASS-AS,Assam,ASS,"40","4",Asia-Tropical,IND,India
"883",25.63183390110,85.59508524220,97526.40046910000,"144","374",IND.BIH,Bihar,"0",IND-BI,Bihar,IND,"40","4",Asia-Tropical,IND,India
"884",30.72600505480,76.77180662180,134.87835078500,"127","375",IND.CHA,Chandigarh,"0",IND-CH,Chandigarh,IND,"40","4",Asia-Tropical,IND,India
"885",21.21922037230,82.07289787960,139988.69362700000,"121","376",IND.CHH,Chhattisgarh,"0",IND-CT,Chattisgarh,IND,"40","4",Asia-Tropical,IND,India
"886",28.63905449180,77.09834831510,1274.49397679000,"142","377",IND.DEL,Delhi,"0",IND-DE,Delhi,IND,"40","4",Asia-Tropical,IND,India
"887",15.35804263760,74.08016349790,4187.15283430000,"181","378",IND.GOA,Goa,"0",IND-GO,Goa,IND,"40","4",Asia-Tropical,IND,India
"888",22.70424998920,71.55557968330,185027.68369500001,"160","379",IND.GUJ,Gujarat,"0",IND-GU,Gujarat,IND,"40","4",Asia-Tropical,IND,India
"889",29.19227361860,76.32412736590,44082.64049680000,"152","380",IND.HAR,Haryana,"0",IND-HA,Haryana,IND,"40","4",Asia-Tropical,IND,India
"890",31.91168469030,77.25175558370,55172.86640850000,"556","381",IND.HIP,Himachal Pradesh,"0",WHM-HP,Himachal Pradesh,WHM,"40","4",Asia-Tropical,IND,India
"891",33.75325157820,76.62426867390,106213.81902400000,"192","382",IND.JAK,Jammu and Kashmir,"0",WHM-JK,Jammu-Kashmir,WHM,"40","4",Asia-Tropical,IND,India
"892",23.61929154070,85.58854041380,75639.88286920000,"117","383",IND.JHA,Jharkhand,"0",IND-JK,Jharkhand,IND,"40","4",Asia-Tropical,IND,India
"893",14.68680578540,76.18477094950,189305.07630399999,"271","384",IND.KAR,Karnataka,"0",IND-KT,Karnataka,IND,"40","4",Asia-Tropical,IND,India
"894",10.46811544020,76.40430792230,38568.60145110000,"289","385",IND.KER,Kerala,"0",IND-KE,Kerala,IND,"40","4",Asia-Tropical,IND,India
"895",9.44684464827,72.90196972520,37.85419133410,"17","386",IND.LAK,Lakshadweep,"1",LDV-OO,Laccadive Is.,LDV,"40","4",Asia-Tropical,IND,India
"896",19.45063339110,76.13270733160,313051.21774599998,"282","387",IND.MAH,Maharashtra,"0",IND-MR,Maharashtra,IND,"40","4",Asia-Tropical,IND,India
"897",24.72499855640,93.88361053650,21738.27384220000,"134","388",IND.MAN,Manipur,"0",ASS-MA,Manipur,ASS,"40","4",Asia-Tropical,IND,India
"898",23.54505726570,78.27098626980,305277.76603499998,"151","389",IND.MAP,Madhya Pradesh,"0",IND-MP,Madhya Pradesh,IND,"40","4",Asia-Tropical,IND,India
"899",25.53515762320,91.28010583760,22508.78515000000,"149","390",IND.MEG,Meghalaya,"0",ASS-ME,Meghalaya,ASS,"40","4",Asia-Tropical,IND,India
"900",23.29786842310,92.83094006860,20868.58001800000,"129","391",IND.MIZ,Mizoram,"0",ASS-MI,Mizoram,ASS,"40","4",Asia-Tropical,IND,India
"901",26.04626890260,94.44981551690,16649.49287700000,"134","392",IND.NAG,Nagaland,"0",ASS-NA,Nagaland,ASS,"40","4",Asia-Tropical,IND,India
"902",20.56648135380,84.50430744380,148980.50513999999,"198","393",IND.ODI,Orissa,"0",IND-OR,Orissa,IND,"40","4",Asia-Tropical,IND,India
"903",11.96964528360,79.94634780890,557.93532525200,"134","394",IND.PUD,Puducherry,"0",000-09,Puducherry,IND,"40","4",Asia-Tropical,IND,India
