OBJIDsic,Region_unique,yearGDP,GDPpcRegion
561,AUS_North_Island_Houtman_Abrolhos_561,2010,56521.66
566,AUS_North_Far_Western_Plains_566,2010,40423.15
565,AUS_North_Coast_565,2010,40423.15
560,AUS_Newman_Island_560,,uninhabited
306,AUS_New_South_Wales_306,2010,40423.15
559,AUS_Murray_Island_559,2010,56521.66
600,AUS_Murray_Basin_600,2010,36571.53
629,AUS_Murchison_629,2010,56521.66
557,AUS_Morley_Island_557,,uninhabited
587,AUS_Moreton_587,2010,38735.71
586,AUS_Mitchell_586,2010,38735.71
558,AUS_Middle_Island_558,,uninhabited
276,AUS_Masillon_Island_276,2010,36571.53
585,AUS_Maranoa_585,2010,38735.71
628,AUS_Mallee_628,2010,56521.66
266,AUS_Magnetic_Island_266,2010,38735.71
611,AUS_Macquarie_Island_611,2010,32602.00
564,AUS_Lord_Howe_Island_564,2010,41107.48
555,AUS_Long_Island_Houtman_Abrolhos_555,,uninhabited
605,AUS_Lofty_South_605,2010,36571.53
601,AUS_Lofty_North_601,2010,36571.53
627,AUS_Little_Sandy_Island_627,2010,56521.66
556,AUS_Little_Rat_Island_556,,uninhabited
554,AUS_Leo_Island_554,,uninhabited
584,AUS_Leichhardt_584,2010,38735.71
245,AUS_Lady_Musgrave_Island_245,,
590,AUS_Kennedy_South_590,2010,38735.71
588,AUS_Kennedy_North_588,2010,38735.71
598,AUS_Kangaroo_Island_598,2010,36571.53
378,AUS_Kangaroo_Island_378,2010,36571.53
626,AUS_Jarrah_Forest_626,2010,56521.66
553,AUS_Hummock_Island_553,,uninhabited
175,AUS_Heron_Island_175,,uninhabited
552,AUS_Helms_Island_552,,uninhabited
625,AUS_Hampton_625,2010,56521.66
551,AUS_Gun_Island_551,,uninhabited
583,AUS_Gregory_South_583,2010,38735.71
582,AUS_Gregory_North_582,2010,38735.71
624,AUS_Great_Victoria_Desert_624,2010,56521.66
622,AUS_Gread_Sandy_Desert_622,2010,56521.66
550,AUS_Gilbert_Island_550,,uninhabited
621,AUS_Gibson_Desert_621,2010,56521.66
623,AUS_Geraldton_Sandplains_623,2010,56521.66
620,AUS_Gascoyne_620,2010,56521.66
597,AUS_Gairdner_Torrens_Basin_597,2010,36571.53
150,AUS_Freeling_Island_150,2010,uninhabited
596,AUS_Flinders_Ranges_596,2010,36571.53
144,AUS_Flinders_Island_144,2010,uninhabited
137,AUS_Fenelon_Island_137,2010,uninhabited
595,AUS_Eyre_Peninsula_595,2010,36571.53
599,AUS_Eyre_Basin_599,2010,36571.53
619,AUS_Esperance_Plains_619,2010,56521.66
126,AUS_Egg_Island_126,2010,36571.53
549,AUS_East_Wallabi_Island_549,,uninhabited
123,AUS_East_Waldegrave_Island_123,,uninhabited
121,AUS_Eagle_Island_121,,
118,AUS_Dorothee_Island_118,2010,uninhabited
117,AUS_Dog_Island_117,2010,uninhabited
581,AUS_Darling_Downs_581,2010,38735.71
618,AUS_Dampierland_618,2010,56521.66
548,AUS_Coral_Sea_Islands_Territory_548,,uninhabited
616,AUS_Coolgardie_616,2010,56521.66
580,AUS_Cook_580,2010,38735.71
709,AUS_Cocos_North_Keeling_Island_709,,uninhabited
91,AUS_Cocos_Keeling_Islands_91,2010,41107.48
87,AUS_Christmas_Island_near_King_Island_87,,uninhabited
821,AUS_Christmas_Island_821,2010,41107.48
320,AUS_Central_Western_Slopes_320,2010,40423.15
563,AUS_Central_Tablelands_563,2010,40423.15
617,AUS_Central_Ranges_617,2010,56521.66
615,AUS_Central_Kimberley_615,2010,56521.66
562,AUS_Central_Coast_562,2010,40423.15
614,AUS_Carnarvon_614,2010,56521.66
71,AUS_Carnac_Island_71,,uninhabited
62,AUS_Bushy_Island_62,,uninhabited
579,AUS_Burnett_579,2010,38735.71
578,AUS_Burke_578,2010,38735.71
547,AUS_Beacon_Island_547,,uninhabited
613,AUS_Avon_Wheatbelt_613,2010,56521.66
35,AUS_Australia_35,2010,41107.00
546,AUS_Ashmore_Reef_546,,uninhabited
545,AUS_Alexander_Island_545,,uninhabited
542,ATA_Antarctica_Mainland_542,,
31,ARM_Armenia_Shikahogh_Reserve_31,2010,3124.80
30,ARM_Armenia_Sevan_National_Park_30,2010,3124.80
29,ARM_Armenia_Khosrov_Reserve_29,2010,3124.80
28,ARM_Armenia_Erebuni_Reserve_28,2010,3124.80
27,ARM_Armenia_Dilijan_National_Park_27,2010,3124.80
26,ARM_Armenia_26,2010,3124.80
535,ARG_Tucuman_535,2005,4594.00
534,ARG_Tierra_del_Fuego_ARG_534,2005,22277.00
530,ARG_Santiago_del_Estero_530,2005,3890.00
531,ARG_Santa_Fe_531,2005,9639.00
529,ARG_Santa_Cruz_529,2005,26257.32
533,ARG_San_Luis_533,2005,9679.00
532,ARG_San_Juan_532,2005,4816.00
528,ARG_Salta_528,2005,5072.00
527,ARG_Rio_Negro_527,2005,8349.00
526,ARG_Neuquen_526,2005,19853.00
525,ARG_Misiones_525,2005,4370.17
524,ARG_Mendoza_524,2005,9302.00
523,ARG_La_Rioja_523,2005,5326.00
522,ARG_La_Pampa_522,2005,10875.00
521,ARG_Jujuy_521,2005,4709.00
520,ARG_Formosa_520,2005,3704.00
519,ARG_Entre_Rios_519,2005,6187.00
517,ARG_Corrientes_517,2005,4467.00
516,ARG_Cordoba_516,2005,9314.20
515,ARG_Chubut_515,2005,16100.00
514,ARG_Chaco_514,2005,4259.00
513,ARG_Catamarca_513,2005,14428.00
518,ARG_Buenos_Aires_City_518,2005,28358.07
512,ARG_Buenos_Aires_Area_512,2005,8458.00
25,ARG_Argentina_25,2005,9671.00
471,ARE_United_Arab_Emirates_471,2009,61097.00
1,ARE_Abu_Dhabi_1,2009,112294.00
511,ALB_Albania_511,2010,4094.40
509,AGO_Angola_509,2010,4218.60
2,AFG_Afghanistan_2,2010,561.20
508,ABW_Aruba_508,2010,24289.10
